timestamp,src_ip,dst_ip,src_port,dst_port,protocol,action,severity,payload_size,zone
2026-05-21 15:37:02.426,192.168.10.50,192.168.10.20,64752,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:02.666,192.168.10.50,192.168.10.20,52355,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:02.918,192.168.10.50,192.168.10.20,43029,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.167,192.168.10.50,192.168.10.20,52890,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.418,192.168.10.50,192.168.10.20,40590,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.665,192.168.10.50,192.168.10.20,62458,494,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.765,192.168.10.50,192.168.10.5,45935,861,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.849,192.168.10.50,192.168.10.16,40700,938,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:03.933,192.168.10.50,192.168.10.8,55430,485,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.016,192.168.10.50,192.168.10.5,49106,414,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.100,192.168.10.50,192.168.10.11,49867,206,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.181,192.168.10.50,192.168.10.16,48701,472,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.266,192.168.10.50,192.168.10.14,41282,460,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.351,192.168.10.50,192.168.10.7,45922,371,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.430,192.168.10.50,192.168.10.2,57401,759,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.514,192.168.10.50,192.168.10.4,53943,768,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.601,192.168.10.50,192.168.10.19,63497,803,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.683,192.168.10.50,192.168.10.14,48510,680,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.766,192.168.10.50,192.168.10.15,63200,596,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.852,192.168.10.50,192.168.10.15,46185,352,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:04.930,192.168.10.50,192.168.10.9,59217,58,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:05.016,192.168.10.50,192.168.10.4,63136,566,TCP,PORT_SCAN,HIGH,44,OT
2026-05-21 15:37:05.100,192.168.10.50,192.168.10.10,50440,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:05.653,192.168.10.50,192.168.10.10,44593,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:06.215,192.168.10.50,192.168.10.10,58921,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:06.781,192.168.10.50,192.168.10.10,55566,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:07.345,192.168.10.50,192.168.10.10,51788,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:07.898,192.168.10.50,192.168.10.11,59630,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:08.445,192.168.10.50,192.168.10.11,41190,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:08.995,192.168.10.50,192.168.10.11,41148,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:09.561,192.168.10.50,192.168.10.11,59721,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:10.111,192.168.10.50,192.168.10.11,56144,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-21 15:37:10.677,192.168.10.50,192.168.10.10,53906,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:11.526,192.168.10.50,192.168.10.10,52789,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:11.960,192.168.10.50,192.168.10.10,60772,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:12.409,192.168.10.50,192.168.10.11,50709,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:13.264,192.168.10.50,192.168.10.11,42748,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:13.707,192.168.10.50,192.168.10.11,51882,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-21 15:37:14.141,192.168.10.50,192.168.20.100,43413,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-21 15:37:14.710,192.168.10.50,192.168.20.100,50413,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-21 15:37:15.289,192.168.10.50,192.168.20.100,52224,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-21 15:37:15.857,192.168.10.50,192.168.30.10,56799,80,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-21 15:37:16.439,192.168.10.50,192.168.30.10,50230,443,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-21 15:37:17.022,192.168.10.50,192.168.30.100,40791,80,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-21 15:37:17.604,192.168.10.50,192.168.30.100,45560,443,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-21 15:37:18.187,192.168.10.50,192.168.30.100,62555,8080,TCP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-21 15:37:18.753,192.168.10.50,10.0.0.1,41643,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-21 15:37:19.769,192.168.10.50,10.0.0.1,49362,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-21 15:37:20.786,192.168.10.50,10.0.0.1,57914,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-22 13:54:50.960,192.168.10.50,192.168.10.10,46540,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:51.212,192.168.10.50,192.168.10.10,63176,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:51.454,192.168.10.50,192.168.10.10,48260,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:51.699,192.168.10.50,192.168.10.10,42403,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:51.953,192.168.10.50,192.168.10.10,53858,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:52.204,192.168.10.50,192.168.10.10,54539,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:52.453,192.168.10.50,192.168.10.10,41977,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:52.711,192.168.10.50,192.168.10.10,45947,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:52.970,192.168.10.50,192.168.10.10,54306,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:53.220,192.168.10.50,192.168.10.10,41660,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:53.470,192.168.10.50,192.168.10.10,58298,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:53.720,192.168.10.50,192.168.10.11,52547,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:53.970,192.168.10.50,192.168.10.11,40696,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:54.220,192.168.10.50,192.168.10.11,61610,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:54.470,192.168.10.50,192.168.10.11,55222,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:54.720,192.168.10.50,192.168.10.11,60459,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:54.969,192.168.10.50,192.168.10.11,54015,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:55.233,192.168.10.50,192.168.10.11,60537,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:55.484,192.168.10.50,192.168.10.11,43113,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:55.735,192.168.10.50,192.168.10.11,51519,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:55.983,192.168.10.50,192.168.10.11,61289,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:56.234,192.168.10.50,192.168.10.11,43575,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:56.484,192.168.10.50,192.168.10.20,58355,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:56.751,192.168.10.50,192.168.10.20,57313,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:57.001,192.168.10.50,192.168.10.20,43585,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:57.249,192.168.10.50,192.168.10.20,55402,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:57.491,192.168.10.50,192.168.10.20,42922,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:57.751,192.168.10.50,192.168.10.20,43838,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:58.015,192.168.10.50,192.168.10.20,42480,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:58.264,192.168.10.50,192.168.10.20,62801,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:58.516,192.168.10.50,192.168.10.20,57705,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:58.765,192.168.10.50,192.168.10.20,50645,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.015,192.168.10.50,192.168.10.20,55928,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.266,192.168.10.50,192.168.10.25,54186,112,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.363,192.168.10.50,192.168.10.9,51494,524,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.447,192.168.10.50,192.168.10.5,42219,463,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.531,192.168.10.50,192.168.10.22,64312,514,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.631,192.168.10.50,192.168.10.6,47622,877,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.717,192.168.10.50,192.168.10.13,56858,1024,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.814,192.168.10.50,192.168.10.10,44860,689,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.898,192.168.10.50,192.168.10.9,59200,292,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:54:59.998,192.168.10.50,192.168.10.7,58133,753,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.080,192.168.10.50,192.168.10.8,56735,71,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.164,192.168.10.50,192.168.10.14,41617,950,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.259,192.168.10.50,192.168.10.20,45241,114,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.347,192.168.10.50,192.168.10.20,55410,106,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.430,192.168.10.50,192.168.10.25,46768,975,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.514,192.168.10.50,192.168.10.8,40297,779,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.611,192.168.10.50,192.168.10.22,61876,859,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.716,192.168.10.50,192.168.10.20,63945,348,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:55:00.802,192.168.10.50,192.168.10.10,57771,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:01.361,192.168.10.50,192.168.10.10,55557,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:01.929,192.168.10.50,192.168.10.10,40962,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:02.495,192.168.10.50,192.168.10.10,56728,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:03.061,192.168.10.50,192.168.10.10,55938,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:03.625,192.168.10.50,192.168.10.11,55666,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:04.176,192.168.10.50,192.168.10.11,54032,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:04.726,192.168.10.50,192.168.10.11,49794,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:05.291,192.168.10.50,192.168.10.11,43290,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:05.859,192.168.10.50,192.168.10.11,43899,502,Modbus,UNAUTHORIZED_READ,CRITICAL,256,OT
2026-05-22 13:55:06.423,192.168.10.50,192.168.10.10,41529,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:07.273,192.168.10.50,192.168.10.10,42855,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:07.699,192.168.10.50,192.168.10.10,55330,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:08.140,192.168.10.50,192.168.10.11,42751,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:09.021,192.168.10.50,192.168.10.11,53444,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:09.455,192.168.10.50,192.168.10.11,61645,502,Modbus,MALICIOUS_WRITE,CRITICAL,128,OT
2026-05-22 13:55:09.889,192.168.10.50,192.168.20.100,43705,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-22 13:55:10.455,192.168.10.50,192.168.20.100,40090,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-22 13:55:11.036,192.168.10.50,192.168.20.100,52719,1883,MQTT,LATERAL_MOVEMENT,CRITICAL,96,IoT
2026-05-22 13:55:11.601,192.168.10.50,192.168.30.10,60150,80,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-22 13:55:12.177,192.168.10.50,192.168.30.10,62886,443,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-22 13:55:12.736,192.168.10.50,192.168.30.100,59833,80,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-22 13:55:13.302,192.168.10.50,192.168.30.100,57298,443,HTTP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-22 13:55:13.884,192.168.10.50,192.168.30.100,41579,8080,TCP,LATERAL_MOVEMENT,CRITICAL,96,DMZ
2026-05-22 13:55:14.451,192.168.10.50,10.0.0.1,45804,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-22 13:55:15.471,192.168.10.50,10.0.0.1,49581,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-22 13:55:16.485,192.168.10.50,10.0.0.1,59936,443,TCP,DATA_EXFIL,HIGH,3042268501,EXTERNAL
2026-05-22 13:57:26.217,192.168.10.50,192.168.10.10,45505,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.288,192.168.10.50,192.168.10.10,55390,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.370,192.168.10.50,192.168.10.10,60111,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.455,192.168.10.50,192.168.10.10,40945,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.535,192.168.10.50,192.168.10.10,49382,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.605,192.168.10.50,192.168.10.10,45480,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.690,192.168.10.50,192.168.10.10,62774,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.772,192.168.10.50,192.168.10.10,60897,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.855,192.168.10.50,192.168.10.10,58480,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:26.940,192.168.10.50,192.168.10.10,45847,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.020,192.168.10.50,192.168.10.10,54125,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.087,192.168.10.50,192.168.10.11,58239,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.151,192.168.10.50,192.168.10.11,54754,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.236,192.168.10.50,192.168.10.11,55146,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.321,192.168.10.50,192.168.10.11,56904,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.405,192.168.10.50,192.168.10.11,44393,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.488,192.168.10.50,192.168.10.11,58148,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.570,192.168.10.50,192.168.10.11,62594,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.651,192.168.10.50,192.168.10.11,42738,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.730,192.168.10.50,192.168.10.11,40147,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.808,192.168.10.50,192.168.10.11,58107,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.887,192.168.10.50,192.168.10.11,63118,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:27.970,192.168.10.50,192.168.10.20,58534,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.037,192.168.10.50,192.168.10.20,41655,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.120,192.168.10.50,192.168.10.20,53896,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.200,192.168.10.50,192.168.10.20,61862,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.276,192.168.10.50,192.168.10.20,63047,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.354,192.168.10.50,192.168.10.20,58951,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.437,192.168.10.50,192.168.10.20,42597,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.506,192.168.10.50,192.168.10.20,57859,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.587,192.168.10.50,192.168.10.20,64991,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.670,192.168.10.50,192.168.10.20,54186,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.737,192.168.10.50,192.168.10.20,61027,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.814,192.168.10.50,192.168.10.19,53506,732,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.846,192.168.10.50,192.168.10.19,43370,958,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.870,192.168.10.50,192.168.10.3,40011,936,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.903,192.168.10.50,192.168.10.3,56485,432,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.933,192.168.10.50,192.168.10.18,55355,807,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:28.970,192.168.10.50,192.168.10.22,41164,225,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.004,192.168.10.50,192.168.10.25,63930,371,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.037,192.168.10.50,192.168.10.25,63872,169,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.069,192.168.10.50,192.168.10.19,57501,273,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.101,192.168.10.50,192.168.10.24,40265,224,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.134,192.168.10.50,192.168.10.9,46969,380,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.166,192.168.10.50,192.168.10.6,47107,442,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.198,192.168.10.50,192.168.10.10,48270,37,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.237,192.168.10.50,192.168.10.8,56790,933,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.270,192.168.10.50,192.168.10.14,63091,222,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.314,192.168.10.50,192.168.10.10,50280,234,TCP,PORT_SCAN,HIGH,44,OT
2026-05-22 13:57:29.353,192.168.10.50,192.168.10.22,50770,587,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.494,192.168.10.50,192.168.10.10,41985,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.570,192.168.10.50,192.168.10.10,41764,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.632,192.168.10.50,192.168.10.10,43798,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.699,192.168.10.50,192.168.10.10,63387,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.770,192.168.10.50,192.168.10.10,62115,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.832,192.168.10.50,192.168.10.10,54483,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.897,192.168.10.50,192.168.10.10,61835,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:42.960,192.168.10.50,192.168.10.10,62094,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.025,192.168.10.50,192.168.10.10,59200,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.089,192.168.10.50,192.168.10.10,60125,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.166,192.168.10.50,192.168.10.10,51797,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.230,192.168.10.50,192.168.10.11,64402,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.300,192.168.10.50,192.168.10.11,40782,501,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.379,192.168.10.50,192.168.10.11,41415,502,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.460,192.168.10.50,192.168.10.11,61604,503,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.527,192.168.10.50,192.168.10.11,53006,504,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.604,192.168.10.50,192.168.10.11,63669,505,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.683,192.168.10.50,192.168.10.11,54200,506,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.765,192.168.10.50,192.168.10.11,55151,507,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.885,192.168.10.50,192.168.10.11,50998,508,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:43.948,192.168.10.50,192.168.10.11,45733,509,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:44.027,192.168.10.50,192.168.10.11,50057,510,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:44.100,192.168.10.50,192.168.10.20,58103,500,TCP,PORT_SCAN,HIGH,44,OT
2026-05-28 13:06:44.167,192.168.10.50,192.168.10.20,64793,501,TCP,PORT_SCAN,HIGH,44,OT
